,country,year,SP.POP.TOTL,NY.GDP.PCAP.CD,NY.GNP.PCAP.CD,NY.GNP.PCAP.PP.CD,NY.GDP.PCAP.KD,NY.GDP.PCAP.PP.KD,adminregion,capitalCity,iso3c,incomeLevel,iso2c,latitude,lendingType,longitude,region,sat,ee_nightlights_sum
397,Bolivia,2011,10078238.0,2377.70068973,2010.0,5330.0,2051.17366153,5598.56677251,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F18,284773
398,Bolivia,2010,9918245.0,1981.16010526,1810.0,5070.0,1981.16010526,5407.46858462,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F18,310230
399,Bolivia,2009,9758799.0,1776.85718962,1640.0,4910.0,1933.72999568,5278.01068427,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F16,196188
400,Bolivia,2008,9599916.0,1736.92401415,1490.0,4830.0,1901.88771684,5191.09891876,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,170393
401,Bolivia,2008,9599916.0,1736.92401415,1490.0,4830.0,1901.88771684,5191.09891876,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F16,202158
402,Bolivia,2007,9441482.0,1389.63175026,1240.0,4510.0,1821.78988754,4972.47625698,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,155923
403,Bolivia,2007,9441482.0,1389.63175026,1240.0,4510.0,1821.78988754,4972.47625698,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F16,208136
404,Bolivia,2006,9283345.0,1233.59297373,1120.0,4280.0,1771.94477764,4836.42674479,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,155917
405,Bolivia,2006,9283345.0,1233.59297373,1120.0,4280.0,1771.94477764,4836.42674479,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F16,181581
406,Bolivia,2005,9125405.0,1046.42784283,1030.0,4020.0,1720.09977265,4694.9186279,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,156859
407,Bolivia,2005,9125405.0,1046.42784283,1030.0,4020.0,1720.09977265,4694.9186279,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F16,156401
408,Bolivia,2004,8967740.0,978.334757577,970.0,3770.0,1676.22814689,4575.17341527,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,141274
409,Bolivia,2004,8967740.0,978.334757577,970.0,3770.0,1676.22814689,4575.17341527,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F16,176144
410,Bolivia,2003,8810420.0,917.364310486,920.0,3610.0,1637.80850362,4470.30909186,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F14,155781
411,Bolivia,2003,8810420.0,917.364310486,920.0,3610.0,1637.80850362,4470.30909186,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,141403
412,Bolivia,2002,8653343.0,913.575853422,930.0,3550.0,1623.51916888,4431.30713108,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F14,163001
413,Bolivia,2002,8653343.0,913.575853422,930.0,3550.0,1623.51916888,4431.30713108,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,186160
414,Bolivia,2001,8496378.0,958.236314064,960.0,3480.0,1613.4102463,4403.71537759,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F14,152707
415,Bolivia,2001,8496378.0,958.236314064,960.0,3480.0,1613.4102463,4403.71537759,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,181704
416,Bolivia,2000,8339512.0,1007.00286888,990.0,3400.0,1616.53917777,4412.25562558,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F14,156105
417,Bolivia,2000,8339512.0,1007.00286888,990.0,3400.0,1616.53917777,4412.25562558,Latin America & Caribbean (excluding high income),La Paz,BOL,Lower middle income,BO,-13.9908,Blend,-66.1936,Latin America & Caribbean ,F15,191983
418,Bosnia and Herzegovina,2012,3828419.0,4494.64064038,4690.0,9780.0,4481.58429003,9343.83552731,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F18,376102
419,Bosnia and Herzegovina,2011,3832310.0,4860.78181134,4780.0,9500.0,4519.20674968,9422.27610821,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F18,340277
420,Bosnia and Herzegovina,2010,3835258.0,4475.08813005,4780.0,9090.0,4475.08813005,9330.29142181,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F18,364008
421,Bosnia and Herzegovina,2009,3837732.0,4586.20631316,4840.0,9020.0,4438.15136155,9253.280466,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F16,236729
422,Bosnia and Herzegovina,2008,3839749.0,4974.66226666,4620.0,9120.0,4566.88417053,9521.68068257,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,293519
423,Bosnia and Herzegovina,2008,3839749.0,4974.66226666,4620.0,9120.0,4566.88417053,9521.68068257,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F16,293945
424,Bosnia and Herzegovina,2007,3840418.0,4107.99623197,3840.0,8260.0,4328.80483858,9025.29949766,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,205638
425,Bosnia and Herzegovina,2007,3840418.0,4107.99623197,3840.0,8260.0,4328.80483858,9025.29949766,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F16,250587
426,Bosnia and Herzegovina,2006,3838504.0,3351.96339986,3380.0,7550.0,4096.29644806,8540.53339283,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,186899
427,Bosnia and Herzegovina,2006,3838504.0,3351.96339986,3380.0,7550.0,4096.29644806,8540.53339283,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F16,231747
428,Bosnia and Herzegovina,2005,3833377.0,2928.26359035,3070.0,6680.0,3892.4220814,8115.46751724,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,254171
429,Bosnia and Herzegovina,2005,3833377.0,2928.26359035,3070.0,6680.0,3892.4220814,8115.46751724,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F16,256898
430,Bosnia and Herzegovina,2004,3825872.0,2619.75325754,2520.0,6010.0,3585.98849536,7476.57179582,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,180410
431,Bosnia and Herzegovina,2004,3825872.0,2619.75325754,2520.0,6010.0,3585.98849536,7476.57179582,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F16,221456
432,Bosnia and Herzegovina,2003,3817313.0,2192.64707824,2020.0,5600.0,3387.39758545,7062.52161194,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F14,239642
433,Bosnia and Herzegovina,2003,3817313.0,2192.64707824,2020.0,5600.0,3387.39758545,7062.52161194,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,218290
434,Bosnia and Herzegovina,2002,3808347.0,1746.48638347,1740.0,5350.0,3264.78128957,6806.87395979,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F14,227444
435,Bosnia and Herzegovina,2002,3808347.0,1746.48638347,1740.0,5350.0,3264.78128957,6806.87395979,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,275696
436,Bosnia and Herzegovina,2001,3799747.0,1512.99301406,1590.0,5100.0,3107.47434832,6478.89838436,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F14,246587
437,Bosnia and Herzegovina,2001,3799747.0,1512.99301406,1590.0,5100.0,3107.47434832,6478.89838436,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,268315
438,Bosnia and Herzegovina,2000,3792878.0,1451.66400184,1470.0,4840.0,2981.89854341,6217.08033267,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F14,224513
439,Bosnia and Herzegovina,2000,3792878.0,1451.66400184,1470.0,4840.0,2981.89854341,6217.08033267,Europe & Central Asia (excluding high income),Sarajevo,BIH,Upper middle income,BA,43.8607,IBRD,18.4214,Europe & Central Asia,F15,280284
440,Botswana,2012,2132822.0,6885.82968107,7160.0,14250.0,6641.12542355,13953.9682495,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F18,89129
441,Botswana,2011,2089706.0,7504.85090745,6510.0,13540.0,6488.97012666,13634.2678906,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F18,73687
442,Botswana,2010,2047831.0,6244.00257387,5480.0,12300.0,6244.00257387,13119.5555134,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F18,93825
443,Botswana,2009,2007212.0,5115.11924667,5180.0,11660.0,5867.85777015,12329.2206961,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F16,64302
444,Botswana,2008,1967866.0,5561.89823999,5590.0,12190.0,6481.13795188,13617.8113548,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,55014
445,Botswana,2008,1967866.0,5561.89823999,5590.0,12190.0,6481.13795188,13617.8113548,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F16,65382
446,Botswana,2007,1930431.0,5666.63784693,5570.0,11480.0,6218.64532233,13066.2762482,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,52311
447,Botswana,2007,1930431.0,5666.63784693,5570.0,11480.0,6218.64532233,13066.2762482,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F16,70326
448,Botswana,2006,1895671.0,5342.14033623,5270.0,10420.0,5848.41612526,12288.3709789,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,52479
449,Botswana,2006,1895671.0,5342.14033623,5270.0,10420.0,5848.41612526,12288.3709789,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F16,62140
450,Botswana,2005,1864003.0,5327.85351768,4760.0,9400.0,5488.70784105,11532.5716743,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,52125
451,Botswana,2005,1864003.0,5327.85351768,4760.0,9400.0,5488.70784105,11532.5716743,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F16,54075
452,Botswana,2004,1835750.0,4879.45946155,3770.0,8630.0,5330.29864724,11199.7309703,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,47845
453,Botswana,2004,1835750.0,4879.45946155,3770.0,8630.0,5330.29864724,11199.7309703,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F16,58252
454,Botswana,2003,1810438.0,4149.04137749,3230.0,8400.0,5262.43035238,11057.1298341,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F14,51503
455,Botswana,2003,1810438.0,4149.04137749,3230.0,8400.0,5262.43035238,11057.1298341,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,45375
456,Botswana,2002,1786672.0,3044.12735339,2790.0,7680.0,5096.66397185,10708.8306132,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F14,49325
457,Botswana,2002,1786672.0,3044.12735339,2790.0,7680.0,5096.66397185,10708.8306132,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,62106
458,Botswana,2001,1762531.0,3114.61659379,3100.0,8090.0,4870.83502361,10234.3312215,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F14,43053
459,Botswana,2001,1762531.0,3114.61659379,3100.0,8090.0,4870.83502361,10234.3312215,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,53802
460,Botswana,2000,1736579.0,3333.17954965,3000.0,7710.0,4931.26988888,10361.3136435,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F14,42001
461,Botswana,2000,1736579.0,3333.17954965,3000.0,7710.0,4931.26988888,10361.3136435,Sub-Saharan Africa (excluding high income),Gaborone,BWA,Upper middle income,BW,-24.6544,IBRD,25.9201,Sub-Saharan Africa ,F15,52403
462,Brazil,2012,202401584.0,12157.3082176,12020.0,14750.0,11557.2673689,14970.4965132,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F18,11025954
463,Brazil,2011,200517584.0,13039.12165,11010.0,14580.0,11446.6009053,14827.1467183,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F18,9540845
464,Brazil,2010,198614208.0,11121.4209541,9650.0,13880.0,11121.4209541,14405.9307708,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F18,11148267
465,Brazil,2009,196701298.0,8474.88106577,7990.0,12470.0,10443.319812,13527.5647644,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F16,7285285
466,Brazil,2008,194769696.0,8706.8191419,7330.0,12510.0,10560.2114512,13678.9782276,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,5819288
467,Brazil,2008,194769696.0,8706.8191419,7330.0,12510.0,10560.2114512,13678.9782276,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F16,7426970
468,Brazil,2007,192784521.0,7246.87010479,5980.0,11870.0,10151.8427201,13150.0052038,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,5892433
469,Brazil,2007,192784521.0,7246.87010479,5980.0,11870.0,10151.8427201,13150.0052038,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F16,7526808
470,Brazil,2006,190698241.0,5808.34054716,4710.0,11030.0,9675.38900641,12532.8395338,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,5796418
471,Brazil,2006,190698241.0,5808.34054716,4710.0,11030.0,9675.38900641,12532.8395338,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F16,6898436
472,Brazil,2005,188479240.0,4730.65346838,3910.0,10440.0,9416.36387095,12197.3160261,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,5636797
473,Brazil,2005,188479240.0,4730.65346838,3910.0,10440.0,9416.36387095,12197.3160261,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F16,5812578
474,Brazil,2004,186116363.0,3596.22457976,3280.0,9930.0,9240.04032368,11968.9185196,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,5229780
475,Brazil,2004,186116363.0,3596.22457976,3280.0,9930.0,9240.04032368,11968.9185196,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F16,6520107
476,Brazil,2003,183627339.0,3040.50649559,2920.0,9220.0,8855.15207771,11470.3605162,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F14,5732639
477,Brazil,2003,183627339.0,3040.50649559,2920.0,9220.0,8855.15207771,11470.3605162,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,5102198
478,Brazil,2002,181045592.0,2805.71725723,3040.0,9070.0,8880.16612351,11502.7620064,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F14,5700690
479,Brazil,2002,181045592.0,2805.71725723,3040.0,9070.0,8880.16612351,11502.7620064,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,6682145
480,Brazil,2001,178419396.0,3135.15522908,3290.0,8770.0,8743.9096913,11326.2647101,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F14,5302190
481,Brazil,2001,178419396.0,3135.15522908,3290.0,8770.0,8743.9096913,11326.2647101,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,6235822
482,Brazil,2000,175786441.0,3728.50801002,3840.0,8570.0,8730.14729794,11308.4378436,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F14,5953248
483,Brazil,2000,175786441.0,3728.50801002,3840.0,8570.0,8730.14729794,11308.4378436,Latin America & Caribbean (excluding high income),Brasilia,BRA,Upper middle income,BR,-15.7801,IBRD,-47.9292,Latin America & Caribbean ,F15,7111065
484,Brunei Darussalam,2012,405512.0,41807.6533411,37320.0,72230.0,31851.7006205,72853.0308567,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F18,23677
485,Brunei Darussalam,2009,387080.0,27726.4810537,32190.0,69300.0,31149.251285,71246.3485723,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F16,17400
486,Brunei Darussalam,2008,380786.0,37798.3935034,34030.0,71090.0,32232.8769231,73724.8790906,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,16
487,Brunei Darussalam,2008,380786.0,37798.3935034,34030.0,71090.0,32232.8769231,73724.8790906,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F16,17200
488,Brunei Darussalam,2007,374459.0,32707.7043074,30970.0,72400.0,33425.8620208,76453.5428178,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,12383
489,Brunei Darussalam,2007,374459.0,32707.7043074,30970.0,72400.0,33425.8620208,76453.5428178,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F16,16333
490,Brunei Darussalam,2006,368150.0,31157.6884479,27730.0,71260.0,33946.2076958,77643.7071978,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,15314
491,Brunei Darussalam,2006,368150.0,31157.6884479,27730.0,71260.0,33946.2076958,77643.7071978,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F16,13274
492,Brunei Darussalam,2005,361889.0,26337.9181127,23290.0,67370.0,33078.7943275,75659.7097452,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,14204
493,Brunei Darussalam,2005,361889.0,26337.9181127,23290.0,67370.0,33078.7943275,75659.7097452,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F16,12633
494,Brunei Darussalam,2004,355700.0,22131.9460641,20200.0,66150.0,33524.4390917,76679.0139309,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,12905
495,Brunei Darussalam,2004,355700.0,22131.9460641,20200.0,66150.0,33524.4390917,76679.0139309,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F16,16720
496,Brunei Darussalam,2003,349557.0,18758.9808947,18000.0,65180.0,33942.4087747,77635.0180882,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F14,12791
497,Brunei Darussalam,2003,349557.0,18758.9808947,18000.0,65180.0,33942.4087747,77635.0180882,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,14654
498,Brunei Darussalam,2002,343383.0,17016.9434933,17310.0,63220.0,33577.6118966,76800.6338104,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F14,14885
499,Brunei Darussalam,2002,343383.0,17016.9434933,17310.0,63220.0,33577.6118966,76800.6338104,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,19779
500,Brunei Darussalam,2001,337074.0,16616.7980454,16210.0,61060.0,32930.9637178,75321.5831221,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F14,13806
501,Brunei Darussalam,2001,337074.0,16616.7980454,16210.0,61060.0,32930.9637178,75321.5831221,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,17791
502,Brunei Darussalam,2000,330554.0,18154.8349325,14800.0,59250.0,32683.6564069,74755.9277004,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F14,13711
503,Brunei Darussalam,2000,330554.0,18154.8349325,14800.0,59250.0,32683.6564069,74755.9277004,,Bandar Seri Begawan,BRN,High income,BN,4.94199,Not classified,114.946,East Asia & Pacific,F15,18400
504,Bulgaria,2012,7305888.0,7333.35507304,7260.0,15690.0,6960.20245467,15730.8956375,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F18,764088
505,Bulgaria,2011,7348328.0,7750.03988003,7070.0,14990.0,6903.63733801,15603.0516627,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F18,666170
506,Bulgaria,2010,7395599.0,6752.55217775,6840.0,14670.0,6752.55217775,15261.5810081,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F18,850787
507,Bulgaria,2009,7444443.0,6955.98773253,6640.0,14390.0,6704.58987824,15153.180436,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F16,519911
508,Bulgaria,2008,7492561.0,7296.12247859,6100.0,14230.0,6955.01495849,15719.1712715,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F15,615045
509,Bulgaria,2008,7492561.0,7296.12247859,6100.0,14230.0,6955.01495849,15719.1712715,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F16,635579
510,Bulgaria,2007,7545338.0,5932.89967659,4860.0,12360.0,6537.2104336,14774.8827367,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F15,421434
511,Bulgaria,2007,7545338.0,5932.89967659,4860.0,12360.0,6537.2104336,14774.8827367,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F16,568172
512,Bulgaria,2006,7699020.0,4455.69022419,4230.0,11160.0,5950.03364705,13447.7924961,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F15,388695
513,Bulgaria,2006,7699020.0,4455.69022419,4230.0,11160.0,5950.03364705,13447.7924961,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F16,468480
514,Bulgaria,2005,7739900.0,3852.97775647,3760.0,10150.0,5544.19997734,12530.5595355,Europe & Central Asia (excluding high income),Sofia,BGR,Upper middle income,BG,42.7105,IBRD,23.3238,Europe & Central Asia,F15,506536
